Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.2630        -332.1863    -335.7828       3.5965   381.1
0.2635        -332.1527    -335.7675       3.6149   383.1
0.2640        -332.1196    -335.7417       3.6221   383.9
0.2645        -332.0869    -335.7012       3.6143   383.0
0.2650        -332.0544    -335.6447       3.5903   380.5
0.2655        -332.0220    -335.5770       3.5550   376.7
0.2660        -331.9900    -335.5129       3.5229   373.4
0.2665        -331.9587    -335.4735       3.5148   372.5
0.2670        -331.9281    -335.4761       3.5480   376.0
0.2675        -331.8984    -335.5275       3.6291   384.6
0.2680        -331.8694    -335.6202       3.7508   397.5
0.2685        -331.8399    -335.7334       3.8935   412.6
0.2690        -331.8102    -335.8432       4.0331   427.4
0.2695        -331.7792    -335.9315       4.1523   440.1
0.2700        -331.7482    -335.9969       4.2487   450.3
0.2705        -331.7182    -336.0463       4.3281   458.7
0.2710        -331.6900    -336.0872       4.3972   466.0
0.2715        -331.6640    -336.1221       4.4581   472.5
0.2720        -331.6398    -336.1433       4.5035   477.3
0.2725        -331.6173    -336.1390       4.5217   479.2
0.2730        -331.5962    -336.1019       4.5057   477.5
0.2735        -331.5773    -336.0365       4.4592   472.6
0.2740        -331.5608    -335.9523       4.3916   465.4
0.2745        -331.5459    -335.8601       4.3142   457.2
0.2750        -331.5340    -335.7720       4.2381   449.1
0.2755        -331.5231    -335.6950       4.1719   442.1
0.2760        -331.5141    -335.6358       4.1217   436.8
0.2765        -331.5066    -335.5985       4.0919   433.6
0.2770        -331.5008    -335.5865       4.0857   433.0
0.2775        -331.4971    -335.5978       4.1007   434.6
0.2780        -331.4952    -335.6189       4.1237   437.0
0.2785        -331.4943    -335.6284       4.1341   438.1
0.2790        -331.4941    -335.6100       4.1159   436.2
0.2795        -331.4937    -335.5611       4.0674   431.1
0.2800        -331.4938    -335.4984       4.0046   424.4
0.2805        -331.4955    -335.4488       3.9533   419.0
0.2810        -331.4996    -335.4311       3.9315   416.6
0.2815        -331.5063    -335.4427       3.9364   417.2
0.2820        -331.5139    -335.4588       3.9449   418.1
0.2825        -331.5220    -335.4511       3.9291   416.4
0.2830        -331.5295    -335.4025       3.8731   410.5
0.2835        -331.5369    -335.3179       3.7810   400.7
0.2840        -331.5443    -335.2176       3.6733   389.3
0.2845        -331.5531    -335.1257       3.5726   378.6
0.2850        -331.5623    -335.0587       3.4964   370.5
0.2855        -331.5723    -335.0239       3.4516   365.8
0.2860        -331.5829    -335.0189       3.4360   364.1
0.2865        -331.5937    -335.0383       3.4446   365.0
0.2870        -331.6047    -335.0755       3.4708   367.8
0.2875        -331.6175    -335.1197       3.5022   371.2
0.2880        -331.6302    -335.1502       3.5200   373.0
0.2885        -331.6420    -335.1505       3.5084   371.8
0.2890        -331.6523    -335.1227       3.4705   367.8
0.2895        -331.6621    -335.0957       3.4336   363.9
0.2900        -331.6730    -335.1086       3.4357   364.1
0.2905        -331.6866    -335.1837       3.4972   370.6
0.2910        -331.7030    -335.3068       3.6038   381.9
0.2915        -331.7205    -335.4329       3.7124   393.4
0.2920        -331.7371    -335.5143       3.7772   400.3
0.2925        -331.7523    -335.5278       3.7755   400.1
0.2930        -331.7670    -335.4854       3.7184   394.1
0.2935        -331.7822    -335.4163       3.6340   385.1
0.2940        -331.7985    -335.3447       3.5462   375.8
0.2945        -331.8153    -335.2842       3.4689   367.6
0.2950        -331.8323    -335.2387       3.4064   361.0
0.2955        -331.8486    -335.2091       3.3604   356.1
0.2960        -331.8648    -335.2013       3.3365   353.6
0.2965        -331.8813    -335.2232       3.3419   354.2
0.2970        -331.8989    -335.2769       3.3780   358.0
0.2975        -331.9185    -335.3517       3.4332   363.8
0.2980        -331.9383    -335.4211       3.4829   369.1
0.2985        -331.9582    -335.4575       3.4993   370.8
0.2990        -331.9770    -335.4415       3.4645   367.2
0.2995        -331.9940    -335.3790       3.3849   358.7
0.3000        -332.0100    -335.2984       3.2884   348.5
0.3005        -332.0266    -335.2348       3.2082   340.0
0.3010        -332.0440    -335.2115       3.1675   335.7
0.3015        -332.0624    -335.2307       3.1683   335.8
0.3020        -332.0812    -335.2759       3.1947   338.6
0.3025        -332.0997    -335.3237       3.2240   341.7
0.3030        -332.1176    -335.3565       3.2389   343.3
0.3035        -332.1349    -335.3669       3.2320   342.5
0.3040        -332.1516    -335.3556       3.2040   339.5
0.3045        -332.1683    -335.3294       3.1611   335.0
0.3050        -332.1845    -335.2948       3.1103   329.6
0.3055        -332.2002    -335.2574       3.0571   324.0
0.3060        -332.2155    -335.2239       3.0084   318.8
0.3065        -332.2303    -335.2026       2.9723   315.0
0.3070        -332.2449    -335.2002       2.9554   313.2
0.3075        -332.2590    -335.2198       2.9608   313.8
0.3080        -332.2736    -335.2609       2.9874   316.6
0.3085        -332.2884    -335.3165       3.0281   320.9
0.3090        -332.3032    -335.3761       3.0729   325.7
0.3095        -332.3179    -335.4293       3.1115   329.7
0.3100        -332.3322    -335.4684       3.1362   332.4
0.3105        -332.3465    -335.4885       3.1421   333.0
0.3110        -332.3607    -335.4856       3.1249   331.2
0.3115        -332.3737    -335.4576       3.0839   326.8
0.3120        -332.3859    -335.4133       3.0274   320.8
0.3125        -332.3970    -335.3694       2.9725   315.0
0.3130        -332.4079    -335.3495       2.9416   311.7
0.3135        -332.4198    -335.3683       2.9484   312.5
0.3140        -332.4325    -335.4194       2.9869   316.5
0.3145        -332.4454    -335.4803       3.0350   321.6
0.3150        -332.4578    -335.5241       3.0663   325.0
0.3155        -332.4690    -335.5301       3.0611   324.4
0.3160        -332.4787    -335.4940       3.0153   319.5
0.3165        -332.4878    -335.4268       2.9390   311.5
0.3170        -332.4958    -335.3466       2.8508   302.1
0.3175        -332.5033    -335.2754       2.7721   293.8
0.3180        -332.5107    -335.2319       2.7212   288.4
0.3185        -332.5184    -335.2253       2.7070   286.9
0.3190        -332.5263    -335.2524       2.7261   288.9
0.3195        -332.5339    -335.2989       2.7650   293.0
0.3200        -332.5406    -335.3483       2.8077   297.5
0.3205        -332.5467    -335.3905       2.8438   301.4
0.3210        -332.5519    -335.4217       2.8698   304.1
0.3215        -332.5565    -335.4440       2.8874   306.0
0.3220        -332.5609    -335.4607       2.8999   307.3
0.3225        -332.5651    -335.4728       2.9077   308.2
0.3230        -332.5690    -335.4769       2.9079   308.2
0.3235        -332.5722    -335.4696       2.8974   307.1
0.3240        -332.5747    -335.4512       2.8766   304.9
0.3245        -332.5761    -335.4288       2.8527   302.3
0.3250        -332.5774    -335.4150       2.8376   300.7
0.3255        -332.5788    -335.4185       2.8397   300.9
0.3260        -332.5804    -335.4381       2.8577   302.8
0.3265        -332.5820    -335.4636       2.8816   305.4
0.3270        -332.5824    -335.4801       2.8977   307.1
0.3275        -332.5818    -335.4799       2.8981   307.1
0.3280        -332.5807    -335.4642       2.8835   305.6
0.3285        -332.5791    -335.4390       2.8598   303.1
0.3290        -332.5773    -335.4132       2.8359   300.5
0.3295        -332.5756    -335.3943       2.8186   298.7
0.3300        -332.5733    -335.3844       2.8111   297.9
0.3305        -332.5709    -335.3839       2.8130   298.1
0.3310        -332.5677    -335.3902       2.8224   299.1
0.3315        -332.5644    -335.4011       2.8367   300.6
0.3320        -332.5606    -335.4116       2.8510   302.1
0.3325        -332.5560    -335.4174       2.8614   303.2
0.3330        -332.5513    -335.4170       2.8657   303.7
0.3335        -332.5461    -335.4063       2.8602   303.1
0.3340        -332.5404    -335.3816       2.8412   301.1
0.3345        -332.5340    -335.3404       2.8064   297.4
0.3350        -332.5262    -335.2866       2.7604   292.5
0.3355        -332.5182    -335.2346       2.7165   287.9
0.3360        -332.5099    -335.1999       2.6900   285.1
0.3365        -332.5020    -335.1910       2.6890   285.0
0.3370        -332.4942    -335.2035       2.7093   287.1
0.3375        -332.4854    -335.2233       2.7378   290.1
0.3380        -332.4760    -335.2371       2.7611   292.6
0.3385        -332.4657    -335.2356       2.7698   293.5
0.3390        -332.4541    -335.2161       2.7620   292.7
0.3395        -332.4417    -335.1871       2.7453   290.9
0.3400        -332.4289    -335.1615       2.7326   289.6
0.3405        -332.4159    -335.1521       2.7361   290.0
0.3410        -332.4029    -335.1670       2.7641   292.9
0.3415        -332.3899    -335.2058       2.8159   298.4
0.3420        -332.3767    -335.2554       2.8788   305.1
0.3425        -332.3623    -335.2964       2.9341   310.9
0.3430        -332.3471    -335.3126       2.9655   314.3
0.3435        -332.3306    -335.2954       2.9648   314.2
0.3440        -332.3130    -335.2482       2.9351   311.1
0.3445        -332.2956    -335.1853       2.8897   306.2
0.3450        -332.2776    -335.1229       2.8453   301.5
0.3455        -332.2600    -335.0771       2.8172   298.6
0.3460        -332.2422    -335.0593       2.8171   298.6
0.3465        -332.2245    -335.0737       2.8492   301.9
0.3470        -332.2062    -335.1148       2.9086   308.2
0.3475        -332.1875    -335.1727       2.9852   316.4
0.3480        -332.1679    -335.2327       3.0649   324.8
0.3485        -332.1476    -335.2804       3.1328   332.0
0.3490        -332.1262    -335.3027       3.1765   336.6
0.3495        -332.1038    -335.2940       3.1901   338.1
0.3500        -332.0804    -335.2606       3.1802   337.0
0.3505        -332.0564    -335.2226       3.1663   335.6
0.3510        -332.0326    -335.2079       3.1754   336.5
0.3515        -332.0093    -335.2397       3.2303   342.3
0.3520        -331.9868    -335.3257       3.3389   353.8
0.3525        -331.9649    -335.4522       3.4873   369.6
0.3530        -331.9427    -335.5858       3.6432   386.1
0.3535        -331.9196    -335.6854       3.7659   399.1
0.3540        -331.8947    -335.7178       3.8231   405.2
0.3545        -331.8692    -335.6761       3.8069   403.4
0.3550        -331.8432    -335.5795       3.7363   396.0
0.3555        -331.8184    -335.4669       3.6486   386.7
0.3560        -331.7957    -335.3781       3.5824   379.6
0.3565        -331.7748    -335.3365       3.5617   377.5
0.3570        -331.7558    -335.3456       3.5898   380.4
0.3575        -331.7374    -335.3908       3.6533   387.2
0.3580        -331.7196    -335.4479       3.7283   395.1
0.3585        -331.7019    -335.4890       3.7871   401.4
0.3590        -331.6835    -335.4910       3.8075   403.5
0.3595        -331.6648    -335.4463       3.7815   400.8
0.3600        -331.6465    -335.3651       3.7186   394.1
0.3605        -331.6286    -335.2713       3.6428   386.0
0.3610        -331.6116    -335.1971       3.5855   380.0
0.3615        -331.5957    -335.1716       3.5758   379.0
0.3620        -331.5825    -335.2098       3.6273   384.4
0.3625        -331.5708    -335.2969       3.7260   394.9
0.3630        -331.5597    -335.3947       3.8350   406.4
0.3635        -331.5483    -335.4611       3.9129   414.7
0.3640        -331.5362    -335.4651       3.9289   416.4
0.3645        -331.5237    -335.4006       3.8770   410.9
0.3650        -331.5119    -335.2847       3.7728   399.8
0.3655        -331.5002    -335.1449       3.6447   386.3
0.3660        -331.4898    -335.0177       3.5279   373.9
0.3665        -331.4808    -334.9348       3.4540   366.0
0.3670        -331.4737    -334.9146       3.4409   364.7
0.3675        -331.4680    -334.9518       3.4837   369.2
0.3680        -331.4630    -335.0197       3.5567   376.9
0.3685        -331.4581    -335.0841       3.6259   384.3
0.3690        -331.4525    -335.1145       3.6620   388.1
0.3695        -331.4464    -335.0965       3.6501   386.8
0.3700        -331.4395    -335.0332       3.5937   380.8
0.3705        -331.4332    -334.9446       3.5114   372.1
0.3710        -331.4269    -334.8591       3.4322   363.7
0.3715        -331.4214    -334.8078       3.3864   358.9
0.3720        -331.4175    -334.8108       3.3934   359.6
0.3725        -331.4152    -334.8678       3.4525   365.9
0.3730        -331.4136    -334.9563       3.5427   375.4
0.3735        -331.4123    -335.0431       3.6308   384.8
0.3740        -331.4103    -335.0964       3.6861   390.6
0.3745        -331.4079    -335.1013       3.6934   391.4
0.3750        -331.4047    -335.0627       3.6580   387.7
0.3755        -331.4022    -335.0016       3.5994   381.5
0.3760        -331.4000    -334.9439       3.5439   375.6
0.3765        -331.3992    -334.9130       3.5139   372.4
0.3770        -331.3999    -334.9176       3.5177   372.8
0.3775        -331.4020    -334.9485       3.5465   375.8
0.3780        -331.4045    -334.9834       3.5789   379.3
0.3785        -331.4075    -334.9981       3.5906   380.5
0.3790        -331.4099    -334.9731       3.5632   377.6
0.3795        -331.4112    -334.9053       3.4940   370.3
0.3800        -331.4118    -334.8123       3.4005   360.4
0.3805        -331.4124    -334.7270       3.3146   351.3
0.3810        -331.4145    -334.6816       3.2671   346.2
0.3815        -331.4177    -334.6870       3.2693   346.5
0.3820        -331.4217    -334.7336       3.3119   351.0
