#   No  Energy (eV)          osc        osc x        osc y        osc z
   181      5.18322 5.096991e-03 9.873638e-07 4.600401e-03 1.068959e-02
   182      5.19049 5.602198e-04 5.022471e-05 2.168932e-04 1.413542e-03
   183      5.20061 1.805775e-02 1.605280e-05 2.871785e-02 2.543935e-02
   184      5.20929 9.380951e-03 2.533058e-05 2.621998e-02 1.897541e-03
   185      5.21172 3.263183e-03 2.886321e-04 3.630062e-03 5.870854e-03
   186      5.22352 1.458864e-02 1.032583e-05 1.762649e-02 2.612911e-02
   187      5.22600 4.606067e-03 4.995319e-03 5.244526e-03 3.578355e-03
   188      5.23580 2.192269e-03 1.018867e-03 2.720609e-04 5.285881e-03
   189      5.23898 6.965437e-03 9.565192e-05 1.897207e-02 1.828588e-03
   190      5.24418 2.028589e-03 5.410715e-06 4.770422e-03 1.309933e-03
   191      5.25403 1.989810e-03 4.276943e-03 1.099727e-03 5.927594e-04
   192      5.25925 3.112017e-02 1.948698e-03 2.809592e-02 6.331590e-02
   193      5.26140 5.209952e-03 1.035663e-03 1.459160e-02 2.591659e-06
   194      5.27778 7.579044e-03 5.066211e-04 8.550832e-03 1.367968e-02
   195      5.28255 2.378686e-03 3.586491e-06 1.995946e-03 5.136525e-03
   196      5.29215 3.531223e-02 1.206505e-06 5.952332e-02 4.641216e-02
   197      5.30336 7.373647e-04 6.539905e-05 4.404506e-05 2.102650e-03
   198      5.30946 2.961020e-04 8.845944e-04 3.549234e-06 1.624696e-07
   199      5.33365 1.025448e-03 1.048991e-05 1.013326e-03 2.052527e-03
   200      5.33822 2.097046e-03 3.570334e-03 1.418170e-03 1.302634e-03
   201      5.34766 2.802131e-04 1.419195e-08 8.276335e-05 7.578618e-04
   202      5.34785 2.867138e-03 8.280052e-03 2.842319e-04 3.712957e-05
   203      5.36391 1.408023e-03 1.361421e-04 2.089352e-03 1.998576e-03
   204      5.36772 5.084302e-04 1.545585e-05 5.656497e-05 1.453270e-03
   205      5.37060 3.629524e-04 3.696354e-04 5.584423e-04 1.607795e-04
   206      5.37330 1.462570e-03 1.916239e-03 2.002468e-03 4.690033e-04
   207      5.38473 2.069128e-03 1.195343e-04 2.834063e-03 3.253788e-03
   208      5.39999 3.914708e-04 2.859366e-06 7.627700e-04 4.087831e-04
   209      5.40551 1.298677e-04 1.447714e-04 2.102072e-04 3.462440e-05
   210      5.41999 3.415886e-03 1.450787e-03 5.193474e-03 3.603396e-03
   211      5.42119 3.193391e-03 8.358933e-03 8.292843e-04 3.919555e-04
   212      5.42728 9.050620e-04 1.673180e-03 8.444770e-05 9.575586e-04
   213      5.43305 1.492213e-04 1.901222e-04 2.606172e-06 2.549357e-04
   214      5.45243 3.293856e-03 1.156794e-04 2.580829e-03 7.185059e-03
   215      5.46192 4.750997e-03 2.116323e-03 8.456667e-03 3.680002e-03
   216      5.46464 9.784858e-04 4.179421e-04 2.761256e-04 2.241390e-03
   217      5.47629 8.824267e-04 2.867448e-04 1.026435e-03 1.334100e-03
   218      5.50029 2.256633e-03 4.956735e-03 9.902677e-04 8.228970e-04
   219      5.50788 3.781403e-03 1.067668e-02 2.936306e-04 3.738988e-04
   220      5.52647 8.014512e-04 1.208961e-05 1.183348e-03 1.208916e-03
   221      5.54560 1.669511e-04 4.746256e-05 3.812806e-04 7.211015e-05
   222      5.55221 1.004936e-03 3.196979e-07 1.444462e-03 1.570026e-03
   223      5.55534 6.905275e-04 4.347879e-04 6.059094e-04 1.030885e-03
   224      5.55646 2.164925e-04 3.540847e-05 3.505287e-04 2.635404e-04
   225      5.55923 1.088795e-03 1.164525e-03 6.179419e-04 1.483918e-03
   226      5.56655 1.083723e-03 3.064783e-03 6.097539e-05 1.254119e-04
   227      5.57537 5.473841e-04 4.794095e-06 4.595627e-05 1.591402e-03
   228      5.57768 1.156066e-03 7.686528e-05 2.827222e-03 5.641100e-04
   229      5.58797 8.701761e-04 4.172228e-07 1.402664e-03 1.207447e-03
   230      5.59349 4.422956e-05 1.019374e-05 4.811231e-05 7.438261e-05
   231      5.62228 1.524576e-03 4.558464e-03 9.989397e-06 5.273659e-06
   232      5.62672 1.160320e-03 1.758313e-03 1.838266e-05 1.704263e-03
   233      5.63044 9.542672e-04 1.772237e-03 1.061523e-03 2.904155e-05
   234      5.63393 5.100212e-04 1.275977e-04 1.084145e-03 3.183208e-04
   235      5.65085 8.484021e-05 2.520977e-06 1.471849e-04 1.048148e-04
   236      5.65368 1.526742e-04 9.195664e-05 2.987902e-04 6.727568e-05
   237      5.65989 2.503212e-04 6.927179e-04 3.729490e-05 2.095077e-05
   238      5.66636 2.371807e-04 6.915443e-07 4.718026e-04 2.390479e-04
   239      5.66805 1.341476e-03 2.071680e-06 1.191861e-03 2.830496e-03
   240      5.67632 1.478244e-03 3.343610e-03 5.424976e-04 5.486228e-04
   241      5.67918 2.586483e-04 6.279353e-04 1.238752e-04 2.413447e-05
   242      5.68552 1.082582e-03 5.598338e-04 1.128856e-03 1.559056e-03
   243      5.70253 1.635852e-05 2.298744e-05 1.304219e-05 1.304593e-05
   244      5.70876 4.717778e-04 7.423173e-05 8.231360e-04 5.179656e-04
   245      5.71330 1.163620e-04 2.170521e-05 1.057064e-04 2.216743e-04
   246      5.71929 2.037087e-03 1.004470e-03 3.228909e-03 1.877882e-03
   247      5.73523 3.200309e-03 5.779198e-04 1.388315e-03 7.634693e-03
   248      5.73638 1.410963e-04 5.141516e-05 1.054255e-04 2.664484e-04
   249      5.74299 3.970874e-03 1.322767e-03 1.054402e-02 4.583032e-05
   250      5.74596 2.076114e-03 7.339454e-04 4.731284e-04 5.021267e-03
   251      5.75170 4.604244e-04 3.026340e-04 5.109576e-04 5.676816e-04
   252      5.75850 6.498155e-04 6.946321e-05 1.664152e-03 2.158309e-04
   253      5.76353 3.905260e-03 8.786459e-03 1.005295e-03 1.924025e-03
   254      5.77785 3.433080e-03 4.521747e-04 6.881803e-03 2.965262e-03
   255      5.78269 7.347422e-03 1.135900e-03 6.072440e-03 1.483393e-02
   256      5.78525 2.965587e-03 2.268293e-03 6.291501e-03 3.369683e-04
   257      5.79551 2.505886e-03 1.071733e-04 6.925631e-03 4.848524e-04
   258      5.79684 3.898374e-03 1.552226e-05 4.815252e-03 6.864348e-03
   259      5.80422 2.558169e-04 9.519361e-05 1.011729e-04 5.710843e-04
   260      5.80672 1.420407e-03 5.901344e-05 3.089699e-03 1.112510e-03
   261      5.81921 2.501493e-03 2.085737e-04 2.820735e-03 4.475171e-03
   262      5.82079 1.793750e-04 1.758215e-05 4.967442e-04 2.379866e-05
   263      5.82590 1.303836e-03 3.356098e-04 2.616825e-04 3.314217e-03
   264      5.82816 1.759917e-03 1.257166e-05 2.549531e-03 2.717649e-03
   265      5.83845 7.070886e-04 1.252730e-04 4.212089e-04 1.574784e-03
   266      5.84171 2.621113e-04 5.552121e-04 4.482821e-05 1.862937e-04
   267      5.85339 6.792583e-05 2.130463e-05 1.806219e-04 1.850921e-06
   268      5.87480 1.116963e-03 3.809535e-07 1.036178e-03 2.314330e-03
   269      5.88857 4.750272e-04 3.053591e-06 1.181893e-03 2.401350e-04
   270      5.89597 1.256411e-03 5.378181e-04 1.049870e-03 2.181544e-03
   271      5.89763 2.043850e-04 6.804400e-05 6.622157e-06 5.384889e-04
   272      5.89845 3.307270e-04 3.508493e-04 5.258649e-04 1.154669e-04
   273      5.90582 1.730186e-03 4.547110e-03 2.197675e-04 4.236795e-04
   274      5.91412 2.542765e-04 3.498644e-07 3.786137e-04 3.838659e-04
   275      5.92125 1.929981e-04 3.835531e-04 7.336854e-05 1.220728e-04
   276      5.92898 4.277129e-04 6.558933e-04 6.100947e-04 1.715059e-05
   277      5.93352 9.907569e-05 1.459677e-04 1.077150e-04 4.354434e-05
   278      5.94093 2.851069e-03 8.452303e-03 8.946548e-05 1.143847e-05
   279      5.94471 4.941999e-05 7.687036e-07 1.307228e-04 1.676843e-05
   280      5.94874 7.381775e-05 5.454998e-06 2.508752e-05 1.909107e-04
   281      5.95437 2.406263e-04 6.403252e-04 9.683062e-06 7.187076e-05
   282      5.96640 9.346273e-05 7.875276e-05 1.214660e-04 8.016947e-05
   283      5.97080 1.768242e-03 7.688218e-05 2.765389e-03 2.462456e-03
   284      5.97995 1.293985e-04 2.809309e-04 5.852117e-05 4.874341e-05
   285      6.05829 4.725699e-02 3.099967e-05 7.504454e-02 6.669543e-02
   286      6.06713 5.047646e-02 8.105344e-05 7.190218e-02 7.944616e-02
   287      6.12455 3.924684e-02 1.115035e-01 2.569208e-03 3.667767e-03
   288      6.17810 1.491626e-03 3.098017e-03 3.814617e-04 9.953988e-04
