# Photoabsorption spectrum from real-time propagation
# GPAW version: 19.8.1
# Total time = 44.9700 fs, Time steps = [30.0000] as
# Kick = [1e-05, 0, 0]
# Gaussian folding, Width = 0.0600 eV = 0.002205 Hartree <=> FWHM = 0.141289 eV
#    om (eV)                  S_x                  S_y                  S_z
    5.450000     8.6944877106e-02    -0.0000000000e+00     0.0000000000e+00
    5.500000     1.3886981038e-01     0.0000000000e+00     0.0000000000e+00
    5.550000     1.8374104176e-01     0.0000000000e+00     0.0000000000e+00
    5.600000     1.7439524661e-01     0.0000000000e+00     0.0000000000e+00
    5.650000     1.3677182809e-01     0.0000000000e+00     0.0000000000e+00
    5.700000     1.1291073157e-01     0.0000000000e+00     0.0000000000e+00
    5.750000     8.5693673512e-02     0.0000000000e+00     0.0000000000e+00
    5.800000     6.5916528814e-02     0.0000000000e+00     0.0000000000e+00
    5.850000     9.8223447778e-02     0.0000000000e+00     0.0000000000e+00
    5.900000     1.4667283347e-01     0.0000000000e+00     0.0000000000e+00
    5.950000     1.4360336122e-01    -0.0000000000e+00     0.0000000000e+00
    6.000000     1.0435317728e-01    -0.0000000000e+00    -0.0000000000e+00
    6.050000     1.1860846065e-01     0.0000000000e+00    -0.0000000000e+00
    6.100000     1.7336244976e-01     0.0000000000e+00     0.0000000000e+00
    6.150000     1.7016713646e-01     0.0000000000e+00     0.0000000000e+00
    6.200000     1.1536408186e-01    -0.0000000000e+00     0.0000000000e+00
    6.250000     7.5849263861e-02    -0.0000000000e+00    -0.0000000000e+00
    6.300000     5.7695790896e-02     0.0000000000e+00    -0.0000000000e+00
    6.350000     5.6757249408e-02     0.0000000000e+00     0.0000000000e+00
    6.400000     6.5865531255e-02     0.0000000000e+00     0.0000000000e+00
    6.450000     6.0751776700e-02     0.0000000000e+00     0.0000000000e+00
    6.500000     3.8832488184e-02     0.0000000000e+00    -0.0000000000e+00
    6.550000     9.1811552590e-03     0.0000000000e+00     0.0000000000e+00
    6.600000    -2.3765483134e-03     0.0000000000e+00     0.0000000000e+00
    6.650000     2.2967679796e-02     0.0000000000e+00     0.0000000000e+00
    6.700000     5.2165154768e-02     0.0000000000e+00     0.0000000000e+00
    6.750000     4.9439216615e-02     0.0000000000e+00     0.0000000000e+00
    6.800000     3.6785506100e-02     0.0000000000e+00     0.0000000000e+00
    6.850000     4.2317411040e-02     0.0000000000e+00     0.0000000000e+00
    6.900000     3.8582453794e-02     0.0000000000e+00     0.0000000000e+00
    6.950000     1.5789337821e-02     0.0000000000e+00     0.0000000000e+00
    7.000000     6.5342520966e-04     0.0000000000e+00     0.0000000000e+00
    7.050000    -3.3020212365e-03     0.0000000000e+00     0.0000000000e+00
    7.100000    -2.7282635026e-03     0.0000000000e+00     0.0000000000e+00
    7.150000     1.3855644667e-03     0.0000000000e+00     0.0000000000e+00
    7.200000     4.6505508010e-03    -0.0000000000e+00    -0.0000000000e+00
    7.250000     1.2272973795e-02    -0.0000000000e+00    -0.0000000000e+00
    7.300000     2.1196060038e-02    -0.0000000000e+00    -0.0000000000e+00
    7.350000     2.1083109799e-02    -0.0000000000e+00    -0.0000000000e+00
    7.400000     1.6384862030e-02    -0.0000000000e+00     0.0000000000e+00
    7.450000     1.0426480376e-02    -0.0000000000e+00    -0.0000000000e+00
    7.500000     4.9658767775e-03    -0.0000000000e+00    -0.0000000000e+00
    7.550000     1.5425174361e-02     0.0000000000e+00    -0.0000000000e+00
    7.600000     4.5065507091e-02     0.0000000000e+00     0.0000000000e+00
    7.650000     5.7253373910e-02     0.0000000000e+00     0.0000000000e+00
    7.700000     4.0786679515e-02     0.0000000000e+00     0.0000000000e+00
    7.750000     2.0819196049e-02     0.0000000000e+00     0.0000000000e+00
    7.800000     1.2923414196e-02     0.0000000000e+00     0.0000000000e+00
    7.850000     9.7971112730e-03     0.0000000000e+00     0.0000000000e+00
    7.900000     6.1241570484e-03     0.0000000000e+00     0.0000000000e+00
    7.950000     3.7740423932e-03     0.0000000000e+00     0.0000000000e+00
    8.000000     3.5279167152e-03    -0.0000000000e+00    -0.0000000000e+00
    8.050000     1.4160829515e-02    -0.0000000000e+00    -0.0000000000e+00
    8.100000     2.9253315296e-02     0.0000000000e+00     0.0000000000e+00
    8.150000     3.1736807899e-02     0.0000000000e+00     0.0000000000e+00
    8.200000     2.0896544723e-02     0.0000000000e+00     0.0000000000e+00
    8.250000     1.6296413057e-02     0.0000000000e+00    -0.0000000000e+00
    8.300000     2.0122706237e-02    -0.0000000000e+00    -0.0000000000e+00
    8.350000     2.4547390887e-02     0.0000000000e+00     0.0000000000e+00
    8.400000     2.6356114334e-02     0.0000000000e+00     0.0000000000e+00
    8.450000     2.1209710562e-02     0.0000000000e+00     0.0000000000e+00
    8.500000     9.9091573151e-03     0.0000000000e+00     0.0000000000e+00
    8.550000    -6.9603007990e-04     0.0000000000e+00     0.0000000000e+00
    8.600000    -1.9204389962e-03     0.0000000000e+00     0.0000000000e+00
    8.650000    -1.9539462863e-03     0.0000000000e+00     0.0000000000e+00
    8.700000    -9.0915020160e-04     0.0000000000e+00     0.0000000000e+00
    8.750000     2.0434730079e-03     0.0000000000e+00     0.0000000000e+00
    8.800000     7.8159141034e-04     0.0000000000e+00     0.0000000000e+00
    8.850000    -6.4942901459e-03    -0.0000000000e+00    -0.0000000000e+00
    8.900000    -6.3795751257e-03    -0.0000000000e+00    -0.0000000000e+00
    8.950000     7.6237327971e-03    -0.0000000000e+00    -0.0000000000e+00
    9.000000     1.7982510306e-02     0.0000000000e+00     0.0000000000e+00
    9.050000     1.7955878014e-02     0.0000000000e+00     0.0000000000e+00
    9.100000     1.4413828160e-02    -0.0000000000e+00     0.0000000000e+00
    9.150000     1.1861674148e-02    -0.0000000000e+00    -0.0000000000e+00
    9.200000     1.1186061680e-02     0.0000000000e+00     0.0000000000e+00
    9.250000     1.6811685410e-02     0.0000000000e+00     0.0000000000e+00
    9.300000     2.1437160214e-02     0.0000000000e+00     0.0000000000e+00
    9.350000     1.9561235192e-02    -0.0000000000e+00     0.0000000000e+00
    9.400000     1.1966772506e-02    -0.0000000000e+00    -0.0000000000e+00
    9.450000     4.1224849883e-03     0.0000000000e+00    -0.0000000000e+00
    9.500000     7.5933671602e-04     0.0000000000e+00    -0.0000000000e+00
    9.550000     2.9907649159e-03    -0.0000000000e+00    -0.0000000000e+00
    9.600000     8.0246119272e-03    -0.0000000000e+00     0.0000000000e+00
    9.650000     1.1046602485e-02     0.0000000000e+00     0.0000000000e+00
    9.700000     1.5073699978e-02     0.0000000000e+00     0.0000000000e+00
    9.750000     2.0576143241e-02     0.0000000000e+00     0.0000000000e+00
    9.800000     2.3882898119e-02     0.0000000000e+00     0.0000000000e+00
    9.850000     1.9634181526e-02     0.0000000000e+00     0.0000000000e+00
    9.900000     1.4987486325e-02    -0.0000000000e+00     0.0000000000e+00
    9.950000     1.2892404096e-02    -0.0000000000e+00     0.0000000000e+00
   10.000000     1.1330401383e-02     0.0000000000e+00     0.0000000000e+00
   10.050000     1.0557302778e-02     0.0000000000e+00     0.0000000000e+00
