# Photoabsorption spectrum from real-time propagation
# GPAW version: 19.8.1
# Total time = 44.9700 fs, Time steps = [30.0000] as
# Kick = [0, 0, 1e-05]
# Gaussian folding, Width = 0.0600 eV = 0.002205 Hartree <=> FWHM = 0.141289 eV
#    om (eV)                  S_x                  S_y                  S_z
    4.240000    -0.0000000000e+00     0.0000000000e+00     6.4252089884e-01
    4.270000    -0.0000000000e+00     0.0000000000e+00     6.9105601979e-01
    4.300000    -0.0000000000e+00     0.0000000000e+00     6.3261352748e-01
    4.330000     0.0000000000e+00     0.0000000000e+00     4.8213813433e-01
    4.360000    -0.0000000000e+00     0.0000000000e+00     3.1299990593e-01
    4.390000    -0.0000000000e+00     0.0000000000e+00     1.9008628134e-01
    4.420000    -0.0000000000e+00     0.0000000000e+00     1.3771157582e-01
    4.450000     0.0000000000e+00     0.0000000000e+00     1.5604147783e-01
    4.480000     0.0000000000e+00     0.0000000000e+00     2.4513934780e-01
    4.510000     0.0000000000e+00     0.0000000000e+00     3.9722864446e-01
    4.540000     0.0000000000e+00     0.0000000000e+00     5.7569625241e-01
    4.570000     0.0000000000e+00     0.0000000000e+00     7.2467476318e-01
    4.600000     0.0000000000e+00    -0.0000000000e+00     8.0537201109e-01
    4.630000     0.0000000000e+00    -0.0000000000e+00     8.1591853405e-01
    4.660000     0.0000000000e+00    -0.0000000000e+00     7.7300516010e-01
    4.690000     0.0000000000e+00    -0.0000000000e+00     6.8385263361e-01
    4.720000     0.0000000000e+00     0.0000000000e+00     5.5134755336e-01
    4.750000     0.0000000000e+00     0.0000000000e+00     4.0048967128e-01
    4.780000     0.0000000000e+00     0.0000000000e+00     2.7444363882e-01
    4.810000     0.0000000000e+00     0.0000000000e+00     2.0047525221e-01
    4.840000     0.0000000000e+00     0.0000000000e+00     1.7371951245e-01
    4.870000     0.0000000000e+00     0.0000000000e+00     1.7122645806e-01
    4.900000     0.0000000000e+00     0.0000000000e+00     1.7269030205e-01
    4.930000     0.0000000000e+00     0.0000000000e+00     1.7284956560e-01
    4.960000     0.0000000000e+00     0.0000000000e+00     1.8062236140e-01
    4.990000     0.0000000000e+00     0.0000000000e+00     2.0837758069e-01
    5.020000     0.0000000000e+00    -0.0000000000e+00     2.6444687754e-01
    5.050000    -0.0000000000e+00     0.0000000000e+00     3.5489276890e-01
    5.080000    -0.0000000000e+00     0.0000000000e+00     4.8626377533e-01
    5.110000    -0.0000000000e+00     0.0000000000e+00     6.5472145898e-01
    5.140000    -0.0000000000e+00     0.0000000000e+00     8.2453990366e-01
    5.170000     0.0000000000e+00     0.0000000000e+00     9.3212099534e-01
    5.200000     0.0000000000e+00     0.0000000000e+00     9.3017022177e-01
    5.230000     0.0000000000e+00     0.0000000000e+00     8.2241016830e-01
    5.260000     0.0000000000e+00    -0.0000000000e+00     6.5100467945e-01
    5.290000     0.0000000000e+00    -0.0000000000e+00     4.6602165010e-01
    5.320000    -0.0000000000e+00     0.0000000000e+00     3.0735981255e-01
    5.350000    -0.0000000000e+00     0.0000000000e+00     1.9474331748e-01
    5.380000    -0.0000000000e+00     0.0000000000e+00     1.2552708070e-01
    5.410000     0.0000000000e+00     0.0000000000e+00     8.5968001957e-02
    5.440000     0.0000000000e+00     0.0000000000e+00     6.6796739183e-02
    5.470000     0.0000000000e+00     0.0000000000e+00     6.8614053381e-02
    5.500000     0.0000000000e+00     0.0000000000e+00     9.1762494600e-02
    5.530000     0.0000000000e+00     0.0000000000e+00     1.2466938398e-01
    5.560000     0.0000000000e+00     0.0000000000e+00     1.5155482497e-01
    5.590000     0.0000000000e+00     0.0000000000e+00     1.7048034023e-01
    5.620000     0.0000000000e+00     0.0000000000e+00     1.9357820519e-01
    5.650000     0.0000000000e+00     0.0000000000e+00     2.2833059441e-01
    5.680000    -0.0000000000e+00     0.0000000000e+00     2.6252485619e-01
    5.710000    -0.0000000000e+00     0.0000000000e+00     2.7015213913e-01
    5.740000    -0.0000000000e+00     0.0000000000e+00     2.3686345020e-01
    5.770000    -0.0000000000e+00     0.0000000000e+00     1.7808981110e-01
    5.800000    -0.0000000000e+00     0.0000000000e+00     1.2607434381e-01
    5.830000    -0.0000000000e+00     0.0000000000e+00     1.0327793145e-01
    5.860000     0.0000000000e+00     0.0000000000e+00     1.1115742305e-01
    5.890000     0.0000000000e+00     0.0000000000e+00     1.3433692007e-01
    5.920000     0.0000000000e+00     0.0000000000e+00     1.5063645176e-01
    5.950000     0.0000000000e+00    -0.0000000000e+00     1.4449465243e-01
    5.980000    -0.0000000000e+00    -0.0000000000e+00     1.1673423154e-01
    6.010000    -0.0000000000e+00    -0.0000000000e+00     8.2826569177e-02
    6.040000    -0.0000000000e+00     0.0000000000e+00     6.0407073110e-02
    6.070000     0.0000000000e+00     0.0000000000e+00     5.5924940812e-02
    6.100000     0.0000000000e+00     0.0000000000e+00     6.3654720674e-02
    6.130000     0.0000000000e+00     0.0000000000e+00     7.5008021104e-02
    6.160000     0.0000000000e+00     0.0000000000e+00     8.3168391712e-02
    6.190000     0.0000000000e+00    -0.0000000000e+00     8.3108899351e-02
    6.220000     0.0000000000e+00    -0.0000000000e+00     7.5662845162e-02
    6.250000     0.0000000000e+00    -0.0000000000e+00     7.0079969267e-02
    6.280000     0.0000000000e+00     0.0000000000e+00     7.8189674476e-02
    6.310000     0.0000000000e+00     0.0000000000e+00     1.0426893727e-01
    6.340000     0.0000000000e+00     0.0000000000e+00     1.3850906065e-01
    6.370000     0.0000000000e+00     0.0000000000e+00     1.6294050545e-01
    6.400000     0.0000000000e+00     0.0000000000e+00     1.6671571669e-01
    6.430000     0.0000000000e+00     0.0000000000e+00     1.5183398728e-01
    6.460000    -0.0000000000e+00     0.0000000000e+00     1.2540737649e-01
    6.490000    -0.0000000000e+00     0.0000000000e+00     9.4281914352e-02
