# Photoabsorption spectrum from real-time propagation
# GPAW version: 19.8.1
# Total time = 44.9700 fs, Time steps = [30.0000] as
# Kick = [0, 1e-05, 0]
# Gaussian folding, Width = 0.0600 eV = 0.002205 Hartree <=> FWHM = 0.141289 eV
#    om (eV)                  S_x                  S_y                  S_z
    3.580000     0.0000000000e+00     6.0645572303e-01     0.0000000000e+00
    3.610000     0.0000000000e+00     8.2863644484e-01     0.0000000000e+00
    3.640000     0.0000000000e+00     1.0009830126e+00     0.0000000000e+00
    3.670000     0.0000000000e+00     1.0126732960e+00     0.0000000000e+00
    3.700000     0.0000000000e+00     9.1215908174e-01     0.0000000000e+00
    3.730000     0.0000000000e+00     8.6518490778e-01    -0.0000000000e+00
    3.760000     0.0000000000e+00     9.7174635454e-01    -0.0000000000e+00
    3.790000     0.0000000000e+00     1.1569299701e+00    -0.0000000000e+00
    3.820000    -0.0000000000e+00     1.2866615943e+00    -0.0000000000e+00
    3.850000    -0.0000000000e+00     1.3656580109e+00     0.0000000000e+00
    3.880000    -0.0000000000e+00     1.5514161397e+00    -0.0000000000e+00
    3.910000     0.0000000000e+00     1.9522381547e+00    -0.0000000000e+00
    3.940000     0.0000000000e+00     2.4481240850e+00    -0.0000000000e+00
    3.970000     0.0000000000e+00     2.7505808359e+00     0.0000000000e+00
    4.000000     0.0000000000e+00     2.6506241804e+00     0.0000000000e+00
    4.030000     0.0000000000e+00     2.1945585550e+00     0.0000000000e+00
    4.060000     0.0000000000e+00     1.6163171861e+00     0.0000000000e+00
    4.090000     0.0000000000e+00     1.1302964133e+00     0.0000000000e+00
    4.120000     0.0000000000e+00     8.0695940513e-01     0.0000000000e+00
    4.150000     0.0000000000e+00     6.1568203848e-01     0.0000000000e+00
    4.180000    -0.0000000000e+00     5.2916202569e-01     0.0000000000e+00
    4.210000    -0.0000000000e+00     5.4507692493e-01     0.0000000000e+00
    4.240000    -0.0000000000e+00     6.2414374456e-01     0.0000000000e+00
    4.270000    -0.0000000000e+00     6.7306495589e-01     0.0000000000e+00
    4.300000    -0.0000000000e+00     6.1883186705e-01     0.0000000000e+00
    4.330000     0.0000000000e+00     4.7227411496e-01     0.0000000000e+00
    4.360000    -0.0000000000e+00     3.0478784775e-01     0.0000000000e+00
    4.390000    -0.0000000000e+00     1.8251659897e-01     0.0000000000e+00
    4.420000    -0.0000000000e+00     1.3155568926e-01     0.0000000000e+00
    4.450000     0.0000000000e+00     1.5200365506e-01     0.0000000000e+00
    4.480000     0.0000000000e+00     2.4177249584e-01     0.0000000000e+00
    4.510000     0.0000000000e+00     3.9108644441e-01     0.0000000000e+00
    4.540000     0.0000000000e+00     5.6465207896e-01     0.0000000000e+00
    4.570000     0.0000000000e+00     7.1141554860e-01     0.0000000000e+00
    4.600000     0.0000000000e+00     7.9709873489e-01     0.0000000000e+00
    4.630000     0.0000000000e+00     8.2023447564e-01    -0.0000000000e+00
    4.660000     0.0000000000e+00     7.9263800108e-01    -0.0000000000e+00
    4.690000     0.0000000000e+00     7.1301967110e-01    -0.0000000000e+00
    4.720000     0.0000000000e+00     5.7749474974e-01     0.0000000000e+00
    4.750000     0.0000000000e+00     4.1233421887e-01     0.0000000000e+00
    4.780000     0.0000000000e+00     2.6959731685e-01     0.0000000000e+00
    4.810000     0.0000000000e+00     1.8496663168e-01     0.0000000000e+00
    4.840000     0.0000000000e+00     1.5485595108e-01     0.0000000000e+00
    4.870000     0.0000000000e+00     1.5178576372e-01     0.0000000000e+00
    4.900000     0.0000000000e+00     1.5125403511e-01     0.0000000000e+00
    4.930000     0.0000000000e+00     1.4828063173e-01     0.0000000000e+00
    4.960000     0.0000000000e+00     1.5539590504e-01     0.0000000000e+00
    4.990000     0.0000000000e+00     1.8744695128e-01     0.0000000000e+00
    5.020000     0.0000000000e+00     2.5112532321e-01     0.0000000000e+00
    5.050000    -0.0000000000e+00     3.4880370700e-01     0.0000000000e+00
    5.080000    -0.0000000000e+00     4.8630552843e-01     0.0000000000e+00
    5.110000    -0.0000000000e+00     6.6192223398e-01     0.0000000000e+00
    5.140000    -0.0000000000e+00     8.3792302974e-01     0.0000000000e+00
    5.170000     0.0000000000e+00     9.4347232579e-01     0.0000000000e+00
    5.200000     0.0000000000e+00     9.2966004196e-01     0.0000000000e+00
    5.230000     0.0000000000e+00     8.0977069596e-01     0.0000000000e+00
    5.260000     0.0000000000e+00     6.3570242265e-01    -0.0000000000e+00
    5.290000     0.0000000000e+00     4.5726375388e-01    -0.0000000000e+00
    5.320000    -0.0000000000e+00     3.0880735680e-01    -0.0000000000e+00
    5.350000    -0.0000000000e+00     2.0646833594e-01    -0.0000000000e+00
    5.380000    -0.0000000000e+00     1.4499398265e-01    -0.0000000000e+00
    5.410000     0.0000000000e+00     1.0733716420e-01     0.0000000000e+00
    5.440000     0.0000000000e+00     8.3020956688e-02     0.0000000000e+00
    5.470000     0.0000000000e+00     7.5187634621e-02     0.0000000000e+00
    5.500000     0.0000000000e+00     8.8090183550e-02     0.0000000000e+00
    5.530000     0.0000000000e+00     1.1266541425e-01     0.0000000000e+00
    5.560000     0.0000000000e+00     1.3405412291e-01     0.0000000000e+00
    5.590000     0.0000000000e+00     1.5112872648e-01     0.0000000000e+00
    5.620000     0.0000000000e+00     1.7724424090e-01     0.0000000000e+00
    5.650000     0.0000000000e+00     2.2021654972e-01     0.0000000000e+00
    5.680000    -0.0000000000e+00     2.6575952661e-01     0.0000000000e+00
    5.710000    -0.0000000000e+00     2.8366247328e-01     0.0000000000e+00
    5.740000    -0.0000000000e+00     2.5601500324e-01    -0.0000000000e+00
    5.770000    -0.0000000000e+00     1.9824100217e-01    -0.0000000000e+00
    5.800000    -0.0000000000e+00     1.4512027918e-01    -0.0000000000e+00
    5.830000     0.0000000000e+00     1.1979110140e-01     0.0000000000e+00
    5.860000     0.0000000000e+00     1.2075106140e-01     0.0000000000e+00
    5.890000     0.0000000000e+00     1.2999876006e-01     0.0000000000e+00
    5.920000     0.0000000000e+00     1.2828400941e-01     0.0000000000e+00
    5.950000     0.0000000000e+00     1.0826524399e-01     0.0000000000e+00
    5.980000    -0.0000000000e+00     7.7868009356e-02    -0.0000000000e+00
    6.010000    -0.0000000000e+00     5.2966792351e-02    -0.0000000000e+00
    6.040000    -0.0000000000e+00     4.5864722985e-02    -0.0000000000e+00
    6.070000     0.0000000000e+00     5.6636602532e-02     0.0000000000e+00
    6.100000     0.0000000000e+00     7.4942812891e-02     0.0000000000e+00
    6.130000     0.0000000000e+00     8.9445775811e-02     0.0000000000e+00
    6.160000     0.0000000000e+00     9.2383707851e-02     0.0000000000e+00
    6.190000     0.0000000000e+00     8.0986676764e-02     0.0000000000e+00
    6.220000     0.0000000000e+00     6.2384818379e-02    -0.0000000000e+00
    6.250000     0.0000000000e+00     5.2510586870e-02    -0.0000000000e+00
    6.280000     0.0000000000e+00     6.4416746400e-02    -0.0000000000e+00
    6.310000     0.0000000000e+00     9.7846433092e-02     0.0000000000e+00
    6.340000     0.0000000000e+00     1.3800884946e-01     0.0000000000e+00
    6.370000     0.0000000000e+00     1.6483709428e-01     0.0000000000e+00
    6.400000     0.0000000000e+00     1.6779212319e-01     0.0000000000e+00
    6.430000     0.0000000000e+00     1.5081520518e-01     0.0000000000e+00
    6.460000    -0.0000000000e+00     1.2365006127e-01     0.0000000000e+00
    6.490000    -0.0000000000e+00     9.4580700585e-02     0.0000000000e+00
