# Photoabsorption spectrum from linear response TD-DFT
# GPAW version: 19.8.1
# Gauss folded, width=0.06 [eV]
# length form# om [eV]     osz          osz x       osz y       osz z
   1.01132 4.6506712e-05 7.4365019e-06 6.1198948e-05 7.0884685e-05
   1.02632 1.2388964e-04 1.9597548e-05 1.6398292e-04 1.8808846e-04
   1.04132 3.1009431e-04 4.8517061e-05 4.1285038e-04 4.6891549e-04
   1.05632 7.2927732e-04 1.1283583e-04 9.7662072e-04 1.0983754e-03
   1.07132 1.6115077e-03 2.4652416e-04 2.1706911e-03 2.4173077e-03
   1.08632 3.3459038e-03 5.0597836e-04 4.5332399e-03 4.9984931e-03
   1.10132 6.5273456e-03 9.7558367e-04 8.8952404e-03 9.7112127e-03
   1.11632 1.1964720e-02 1.7670847e-03 1.6400034e-02 1.7727041e-02
   1.13132 2.0606867e-02 3.0068426e-03 2.8409898e-02 3.0403861e-02
   1.14632 3.3347683e-02 4.8064532e-03 4.6241542e-02 4.8995055e-02
   1.16132 5.0706594e-02 7.2177171e-03 7.0718420e-02 7.4183645e-02
   1.17632 7.2445129e-02 1.0182086e-02 1.0161794e-01 1.0553536e-01
   1.19132 9.7252536e-02 1.3493868e-02 1.3719741e-01 1.4106633e-01
   1.20632 1.2267070e-01 1.6799676e-02 1.7404411e-01 1.7716831e-01
   1.22132 1.4538859e-01 1.9648683e-02 2.0744891e-01 2.0906818e-01
   1.23632 1.6190906e-01 2.1589381e-02 2.3232827e-01 2.3180954e-01
   1.25132 1.6942041e-01 2.2286007e-02 2.4447434e-01 2.4150089e-01
   1.26632 1.6657791e-01 2.1613746e-02 2.4171672e-01 2.3640326e-01
   1.28132 1.5389735e-01 1.9695678e-02 2.2455633e-01 2.1744005e-01
   1.29632 1.3360261e-01 1.6866463e-02 1.9601716e-01 1.8792420e-01
   1.31132 1.0898886e-01 1.3577454e-02 1.6077609e-01 1.5261302e-01
   1.32632 8.3552069e-02 1.0280175e-02 1.2391477e-01 1.1646126e-01
   1.34132 6.0199343e-02 7.3293449e-03 8.9749545e-02 8.3519138e-02
   1.35632 4.0777168e-02 4.9328723e-03 6.1099510e-02 5.6299121e-02
   1.37132 2.5992550e-02 3.1539113e-03 3.9123228e-02 3.5700511e-02
   1.38632 1.5647237e-02 1.9512349e-03 2.3624976e-02 2.1365500e-02
   1.40132 9.0247969e-03 1.2361580e-03 1.3603091e-02 1.2235142e-02
   1.41632 5.2771052e-03 9.2703536e-04 7.8130630e-03 7.0912171e-03
   1.43132 3.7178892e-03 9.9043492e-04 5.2027400e-03 4.9604928e-03
   1.44632 3.9982433e-03 1.4650962e-03 5.1768514e-03 5.3527822e-03
   1.46132 6.1782458e-03 2.4672045e-03 7.7104812e-03 8.3570516e-03
   1.47632 1.0711979e-02 4.1740441e-03 1.3340822e-02 1.4621070e-02
   1.49132 1.8344850e-02 6.7816895e-03 2.3041446e-02 2.5211414e-02
   1.50632 2.9907702e-02 1.0435787e-02 3.7958923e-02 4.1328397e-02
   1.52132 4.6005172e-02 1.5145048e-02 5.9002360e-02 6.3868110e-02
   1.53632 6.6644971e-02 2.0702232e-02 8.6338435e-02 9.2894246e-02
   1.55132 9.0925076e-02 2.6649125e-02 1.1894140e-01 1.2718470e-01
   1.56632 1.1694839e-01 3.2320342e-02 1.5442838e-01 1.6409644e-01
   1.58132 1.4212191e-01 3.6979855e-02 1.8940792e-01 1.9997796e-01
   1.59632 1.6389307e-01 4.0028486e-02 2.2043975e-01 2.3121096e-01
   1.61132 1.8079809e-01 4.1224811e-02 2.4546219e-01 2.5570725e-01
   1.62632 1.9351402e-01 4.0844221e-02 2.6527820e-01 2.7441965e-01
   1.64132 2.0550306e-01 3.9711644e-02 2.8452454e-01 2.9227299e-01
   1.65632 2.2287827e-01 3.9079155e-02 3.1157937e-01 3.1797629e-01
   1.67132 2.5331002e-01 4.0365241e-02 3.5711422e-01 3.6245061e-01
   1.68632 3.0408299e-01 4.4811508e-02 4.3140727e-01 4.3603019e-01
   1.70132 3.7972325e-01 5.3135926e-02 5.4098791e-01 5.4504593e-01
   1.71632 4.7984878e-01 6.5268129e-02 6.8553618e-01 6.8874202e-01
   1.73132 5.9796463e-01 8.0242460e-02 8.5607687e-01 8.5757457e-01
   1.74632 7.2176039e-01 9.6296399e-02 1.0352881e+00 1.0336967e+00
   1.76132 8.3506902e-01 1.1117451e-01 1.2001842e+00 1.1938483e+00
   1.77632 9.2111411e-01 1.2257860e-01 1.3266772e+00 1.3140865e+00
   1.79132 9.6619819e-01 1.2865335e-01 1.3948355e+00 1.3751057e+00
   1.80632 9.6277675e-01 1.2837735e-01 1.3933474e+00 1.3666054e+00
   1.82132 9.1103015e-01 1.2175523e-01 1.3219041e+00 1.2894311e+00
   1.83632 8.1853317e-01 1.0977115e-01 1.1908847e+00 1.1549437e+00
   1.85132 6.9823175e-01 9.4143575e-02 1.0185813e+00 9.8197034e-01
   1.86632 5.6543211e-01 7.6989699e-02 8.2691753e-01 7.9238910e-01
   1.88132 4.3472501e-01 6.0551355e-02 6.3694366e-01 6.0668002e-01
   1.89632 3.1767233e-01 4.7150553e-02 4.6528526e-01 4.4058118e-01
   1.91132 2.2175797e-01 3.9537721e-02 3.2225871e-01 3.0347749e-01
   1.92632 1.5069289e-01 4.1761930e-02 2.1177409e-01 1.9854265e-01
   1.94132 1.0579907e-01 6.0597849e-02 1.3262736e-01 1.2417201e-01
   1.95632 8.7954797e-02 1.0735398e-01 8.0499494e-02 7.6010920e-02
   1.97132 9.9465448e-02 1.9952034e-01 4.9966607e-02 4.8909401e-02
   1.98632 1.4519786e-01 3.6124156e-01 3.6015293e-02 3.8336719e-02
   2.00132 2.3237436e-01 6.2124533e-01 3.4829093e-02 4.1048647e-02
   2.01632 3.6863125e-01 1.0070095e+00 4.3857421e-02 5.5026874e-02
   2.03132 5.5840609e-01 1.5350007e+00 6.1346982e-02 7.8870576e-02
   2.04632 7.9844384e-01 2.1987970e+00 8.5609460e-02 1.1092502e-01
   2.06132 1.0739949e+00 2.9591588e+00 1.1433478e-01 1.4849098e-01
   2.07632 1.3576743e+00 3.7413355e+00 1.4423549e-01 1.8745197e-01
   2.09132 1.6124996e+00 4.4437471e+00 1.7120597e-01 2.2254564e-01
   2.10632 1.7991911e+00 4.9582933e+00 1.9099792e-01 2.4828224e-01
   2.12132 1.8858958e+00 5.1972512e+00 2.0019811e-01 2.6023816e-01
   2.13632 1.8570247e+00 5.1176822e+00 1.9713979e-01 2.5625208e-01
   2.15132 1.7178169e+00 4.7340300e+00 1.8237581e-01 2.3704495e-01
   2.16632 1.4927838e+00 4.1138374e+00 1.5851092e-01 2.0600317e-01
   2.18132 1.2186639e+00 3.3583221e+00 1.2945868e-01 1.6821083e-01
   2.19632 9.3467267e-01 2.5754788e+00 9.9421281e-02 1.2911793e-01
   2.21132 6.7360093e-01 1.8554824e+00 7.1977623e-02 9.3342770e-02
   2.22632 4.5646417e-01 1.2558177e+00 4.9580134e-02 6.3994715e-02
   2.24132 2.9158626e-01 7.9853183e-01 3.3571363e-02 4.2655585e-02
   2.25632 1.7722947e-01 4.7713907e-01 2.4639234e-02 2.9910118e-02
   2.27132 1.0593341e-01 2.6812798e-01 2.3507708e-02 2.6164535e-02
   2.28632 6.8752029e-02 1.4218760e-01 3.1616214e-02 3.2452275e-02
   2.30132 5.8234666e-02 7.2209325e-02 5.1542903e-02 5.0951769e-02
   2.31632 6.9780702e-02 3.7406179e-02 8.6947071e-02 8.4988857e-02
   2.33132 1.0157822e-01 2.4500555e-02 1.4186317e-01 1.3837093e-01
   2.34632 1.5365090e-01 2.7574797e-02 2.1932698e-01 2.1405093e-01
   2.36132 2.2668374e-01 4.8081145e-02 3.1958676e-01 3.1238330e-01
   2.37632 3.2135163e-01 9.6009702e-02 4.3848816e-01 4.2955702e-01
   2.39132 4.3877843e-01 1.9248881e-01 5.6684392e-01 5.5700254e-01
   2.40632 5.8235253e-01 3.7312298e-01 6.9148513e-01 6.8244947e-01
   2.42132 7.6034424e-01 6.9014996e-01 7.9813164e-01 7.9275111e-01
   2.43632 9.8780877e-01 1.2103176e+00 8.7536809e-01 8.7774057e-01
   2.45132 1.2856545e+00 2.0050117e+00 9.1828857e-01 9.3366310e-01
   2.46632 1.6751788e+00 3.1306394e+00 9.3026288e-01 9.6463412e-01
   2.48132 2.1681788e+00 4.6011793e+00 9.2201235e-01 9.8134476e-01
   2.49632 2.7555020e+00 6.3603603e+00 9.0851759e-01 9.9762818e-01
   2.51132 3.3993027e+00 8.2655563e+00 9.0554173e-01 1.0268101e+00
   2.52632 4.0346102e+00 1.0095661e+01 9.2797913e-01 1.0801908e+00
   2.54132 4.5830655e+00 1.1588674e+01 9.9142146e-01 1.1691013e+00
   2.55632 4.9764192e+00 1.2502781e+01 1.1164900e+00 1.3099867e+00
   2.57132 5.1819603e+00 1.2682658e+01 1.3334339e+00 1.5297896e+00
   2.58632 5.2195071e+00 1.2107469e+01 1.6833246e+00 1.8677279e+00
   2.60132 5.1618974e+00 1.0902629e+01 2.2127743e+00 2.3702888e+00
   2.61632 5.1175038e+00 9.3118221e+00 2.9616669e+00 3.0790225e+00
   2.63132 5.2011341e+00 7.6416281e+00 3.9471776e+00 4.0145966e+00
   2.64632 5.5047881e+00 6.1998855e+00 5.1506976e+00 5.1637813e+00
   2.66132 6.0794398e+00 5.2465188e+00 6.5151711e+00 6.4766295e+00
   2.67632 6.9333716e+00 4.9647186e+00 7.9574243e+00 7.8779718e+00
   2.69132 8.0444302e+00 5.4485334e+00 9.3936581e+00 9.2910991e+00
   2.70632 9.3769876e+00 6.6973955e+00 1.0768875e+01 1.0664692e+01
   2.72132 1.0892672e+01 8.6114092e+00 1.2076408e+01 1.1990198e+01
   2.73632 1.2547950e+01 1.0989903e+01 1.3355249e+01 1.3298699e+01
   2.75132 1.4279444e+01 1.3542838e+01 1.4661268e+01 1.4634227e+01
   2.76632 1.5985625e+01 1.5924299e+01 1.6020896e+01 1.6011679e+01
   2.78132 1.7517462e+01 1.7788552e+01 1.7386752e+01 1.7377083e+01
   2.79632 1.8688548e+01 1.8856841e+01 1.8618041e+01 1.8590760e+01
